model_i,model_PPI,iRMSD,lRMSD,FNAT
52,8f2p-model-52_A_Z,16.716,46.264,0.0
53,8f2p-model-53_A_Z,18.819,52.42,0.0
54,8f2p-model-54_A_Z,13.163,33.041,0.0
55,8f2p-model-55_A_Z,12.911,34.123,0.0
56,8f2p-model-56_A_Z,9.344,16.081,0.04
57,8f2p-model-57_A_Z,11.231,23.398,0.04
58,8f2p-model-58_A_Z,11.777,30.496,0.04
59,8f2p-model-59_A_Z,13.449,34.356,0.0
60,8f2p-model-60_A_Z,15.197,42.651,0.0
61,8f2p-model-61_A_Z,11.447,28.672,0.0
62,8f2p-model-62_A_Z,6.843,14.549,0.04
63,8f2p-model-63_A_Z,12.826,35.083,0.0
64,8f2p-model-64_A_Z,9.951,18.126,0.02
65,8f2p-model-65_A_Z,14.603,48.688,0.0
66,8f2p-model-66_A_Z,13.512,42.351,0.0
67,8f2p-model-67_A_Z,13.547,34.872,0.0
68,8f2p-model-68_A_Z,8.441,26.759,0.06
69,8f2p-model-69_A_Z,6.207,12.065,0.08
70,8f2p-model-70_A_Z,13.269,33.913,0.0
71,8f2p-model-71_A_Z,9.028,16.022,0.0
72,8f2p-model-72_A_Z,15.325,48.317,0.0
73,8f2p-model-73_A_Z,17.731,55.111,0.0
74,8f2p-model-74_A_Z,12.013,32.792,0.0
75,8f2p-model-75_A_Z,14.613,39.977,0.0
76,8f2p-model-76_A_Z,10.123,32.296,0.0
77,8f2p-model-77_A_Z,13.429,36.873,0.02
78,8f2p-model-78_A_Z,12.481,33.339,0.0
79,8f2p-model-79_A_Z,11.265,41.315,0.0
80,8f2p-model-80_A_Z,8.45,14.922,0.12
81,8f2p-model-81_A_Z,9.315,15.739,0.0
82,8f2p-model-82_A_Z,14.532,37.349,0.0
83,8f2p-model-83_A_Z,12.689,31.189,0.0
84,8f2p-model-84_A_Z,11.383,32.523,0.0
85,8f2p-model-85_A_Z,10.703,40.703,0.0
86,8f2p-model-86_A_Z,11.0,32.734,0.0
87,8f2p-model-87_A_Z,12.304,33.813,0.0
88,8f2p-model-88_A_Z,16.206,44.467,0.0
89,8f2p-model-89_A_Z,8.691,14.369,0.0
90,8f2p-model-90_A_Z,12.692,41.141,0.0
91,8f2p-model-91_A_Z,7.254,18.298,0.0
92,8f2p-model-92_A_Z,11.739,42.399,0.0
93,8f2p-model-93_A_Z,16.951,50.017,0.0
94,8f2p-model-94_A_Z,7.848,31.705,0.04
95,8f2p-model-95_A_Z,14.653,39.038,0.0
96,8f2p-model-96_A_Z,18.736,49.924,0.0
97,8f2p-model-97_A_Z,9.798,28.857,0.1
98,8f2p-model-98_A_Z,3.306,6.44,0.32
99,8f2p-model-99_A_Z,12.234,37.323,0.0
100,8f2p-model-100_A_Z,14.872,36.188,0.0
